url,cvdr_id,title,doc_type,year,category,authority_type,authority_name,municipality,single_parent_relevant,mentions_single_parent_explicitly,single_parent_signals,benefit_signals,eligibility_signals,application_data_signals,eligibility_snippet,application_snippet
https://lokaleregelgeving.overheid.nl/CVDR672178/1,672178,Beleidsregel vrijlating giften Participatiewet gemeente Almelo,Beleidsregel,,social_support,gemeente,Almelo,Almelo,True,True,alleenstaande ouder,"participatie, regeling","participatiewet, uitkering, vermogen","aanvraag, adres","veau dat onverenigbaar is met wat op bijstandsniveau gebruikelijk is. Als het college vaststelt dat de gift die het drempelbedrag overstijgt niet noodzakelijk is, dan wordt met het meerdere rekening gehouden bij de uitkering verstrekking. Dan kan, afhankelijk van onder meer soort, frequentie en omvang van de verkregen zaken, in de vorm van in mindering brengen op de uitkering, toerekening tot het vermogen of een afstemming op grond van artikel 18 lid 1 Participatiewet. Wat voorbeelden De bijstandsgerechtigde ontvangt minder dan € 1.200, - Een bijstandsgerechtigde houdt aan het einde van de maand te weinig geld over. Hij krijgt van een familielid € 350,- om zijn huur te betalen. Daarnaast krijgt hij van het familielid iedere maand een tas met boodschappen ter waarde van € 50,-. Dit betekent","n alleenstaande. Het drempelbedrag ad € 1.200, - wordt toegerekend aan een kalenderjaar (1 januari tot en met 31 december). Wanneer iemand minder dan het drempelbedrag aan giften heeft ontvangen, mag het restant niet mee worden genomen naar het volgend jaar. Voor mensen die gedurende het jaar een uitkering toegekend hebben gekregen, geldt dat de drempel van € 1.200, - geldt voor de periode van de aanvraag van de bijstandsuitkering tot en met 31 december van dat jaar. Giften die worden verstrekt vanuit charitatieve instellingen, zoals de Voedselbank zoals bedoeld in artikel 2, onderdeel 2 worden sowieso buiten beschouwing gelaten en dus niet tot de middelen gerekend. Ze tellen bovendien niet mee voor het bepalen van het drempelbedrag. Artikel 3 Meldplicht Wanneer de gift bedoeld in artikel"
https://lokaleregelgeving.overheid.nl/CVDR672007/1,672007,Gemeente Rhenen – Beleidsregels vrijlating giften Participatiewet gemeente Rhenen,Gemeente,,social_support,gemeente,Rhenen,Rhenen,True,True,"alleenstaande ouder, kinderen, minderjarig, jeugdfonds","bijzondere bijstand, cultuur, participatie, regeling, sport","bijstandsnorm, inkomen, participatiewet, uitkering, vermogen","adres, kind","r een natuurlijke persoon of door een instelling waarbij geen sprake is van een tegenprestatie, wederdienst of verplichtend karakter; c. de wet: de Participatiewet. Artikel 2 Vrijlating van giften 1. Giften worden niet tot de middelen gerekend (hierna: vrijgelaten) tot een bedrag van € 1.200 per kalenderjaar. 2. De vrijlating voor algemene bijstand geldt per kalenderjaar, waarbij enkel de periode in aanmerking wordt genomen waarin belanghebbende een uitkering in de algemene kosten van bestaan op grond van de wet ontvangt. 3. Indien enkel bijzondere bijstand wordt ontvangen geldt de vrijlating per geldend draagkrachtjaar. 4. De vrijlating geldt per bijstandspartij (alleenstaande, alleenstaande ouder, echtpaar). 5. Het maakt geen verschil of de gift in natura wordt gegeven of uit geld bestaa","belanghebbende een uitkering in de algemene kosten van bestaan op grond van de wet ontvangt. 3. Indien enkel bijzondere bijstand wordt ontvangen geldt de vrijlating per geldend draagkrachtjaar. 4. De vrijlating geldt per bijstandspartij (alleenstaande, alleenstaande ouder, echtpaar). 5. Het maakt geen verschil of de gift in natura wordt gegeven of uit geld bestaat, of eenmalig of periodiek wordt verstrekt. 6. De waarde van giften in natura wordt zo nodig bepaald op basis van de waarde in het economisch verkeer of wordt de NIBUD-prijzengids gevolgd. 7. Voor giften tot de maximum vrijlating bestaat geen meldingsplicht. 8. Voor giften, zowel eenmalige giften als het totaal van periodieke giften, boven de maximum vrijlating geldt een meldingsplicht. Artikel 3 Giften voor bijzondere kosten 1."
https://lokaleregelgeving.overheid.nl/CVDR671822/1,671822,Verordening individuele inkomenstoeslag Participatiewet gemeente Maashorst 2022,Verordening,2022.0,social_support,gemeente,Maashorst,Maashorst,True,True,alleenstaande ouder,"bijzondere bijstand, individuele inkomenstoeslag, participatie, regeling, toeslag","arbeid, bijstandsnorm, inkomen, kostendelersnorm, leeftijd, participatiewet, student, uitkering, vermogen, ww","aanvraag, aanvragen, adres, beschikking","g van de Wet werk en bijstand (hierna: WWB) in 2004 de langdurigheidstoeslag in het leven geroepen. Per 1 januari 2015 vervangt de individuele inkomenstoeslag de langdurigheidstoeslag. Sindsdien is het verlenen van de toeslag geen gebonden bevoegdheid meer, maar een discretionaire bevoegdheid. Dit betekent dat het college een individuele inkomenstoeslag kan verlenen als een persoon voldoet aan de voorwaarden daarvoor. Het college kiest ervoor in deze verordening aan te geven welke groepen niet in aanmerking komen voor individuele inkomenstoeslag en in welke gevallen personen uitzicht hebben op inkomensverbetering. Hierbij kan bijvoorbeeld worden gedacht aan personen aan wie in de referteperiode een maatregel is opgelegd wegens een schending van een arbeidsverplichting of een re-integratiev","etekenis als in de Participatiewet en de Algemene wet bestuursrecht. 1. In deze verordening wordt verstaan onder: a. inkomen: totaal van het inkomen, bedoeld in artikel 32 van de Participatiewet, en de algemene bijstand; b. bijstandsnorm: toepasselijke bijstandsnorm als bedoeld in artikel 5, onderdeel c, van de Participatiewet; c. peildatum: datum waartegen een persoon individuele inkomenstoeslag aanvraagt; d. referteperiode: periode van drie jaar voorafgaand aan de peildatum. Artikel 2. Indienen verzoek Een verzoek als bedoeld in artikel 36, eerste lid, van de Participatiewet, wordt ingediend middels een door het college vastgesteld formulier. Artikel 3. Uitsluitingsgronden 1. Een persoon komt in beginsel niet in aanmerking voor een individuele inkomenstoeslag, indien aan deze gedurende h"
https://lokaleregelgeving.overheid.nl/CVDR671823/1,671823,"Afstemmingsverordening Participatiewet, IOAW en IOAZ gemeente Maashorst 2022",Afstemmingsverordening,2022.0,social_support,gemeente,Maashorst,Maashorst,True,True,"alleenstaande ouder, kinderen","bijzondere bijstand, participatie, regeling, toeslag","arbeid, bijstandsnorm, inkomen, participatiewet, uitkering, vermogen, ww","aanvraag, aanvragen, adres, beschikking, kind","g te verdubbelen. Uitgangspunt is verdubbeling van de hoogte of de duur van de oorspronkelijke verlaging. Hiermee wordt stapeling van verdubbeling van de verlaging voorkomen. Eenzelfde gedraging vereist voor recidive Voor recidive als bedoeld in het eerste en tweede lid is vereist dat sprake moet zijn van ""eenzelfde verwijtbare gedraging"" als de gedraging waarvoor de eerste verlaging is opgelegd. Voorwaarde is dus dat dezelfde verplichting wordt geschonden. Is dit niet het geval, dan moet de verwijtbare gedraging worden aangemerkt als een eerste schending van een verplichting. Heeft een persoon zich zeer ernstig misdragen (artikel 13) binnen twaalf maanden nadat een verlaging is opgelegd wegens het zich niet tijdig laten registreren als werkzoekende bij Uitvoeringsinstituut werknemersverze","e belanghebbende zonder dat aan de voortzetting ervan zodanige bezwaren waren verbonden, dat deze voortzetting redelijkerwijs niet van hem zou kunnen worden gevergd; of c. de belanghebbende nalaat algemeen geaccepteerde arbeid te aanvaarden; of d. de belanghebbende door eigen toedoen geen algemeen geaccepteerde arbeid verkrijgt. De onder a en b genoemde situaties spelen zich af voorafgaand aan de aanvraag van de uitkering. Situaties genoemd onder c en d spelen zich af tijdens de uitkering. Volstaan wordt met het opleggen van een verlaging van 100% gedurende één maand ongeacht de mate waarin belanghebbende inkomen zou hebben kunnen verwerven. Noot 1 CRvB 19-04-2011, nr. 10/4882 WWB, ECLI:NL:CRVB:2011:BQ3002 Noot2 CRvB 31-12-2007, nrs. 06/4510 WWB, ECLI:NL:CRVB:2007:BC1811, CRvB 29-07-2008,"
https://lokaleregelgeving.overheid.nl/CVDR671700/1,671700,Verordening individuele inkomenstoeslag gemeente Hollands Kroon 2022,Verordening,2022.0,social_support,gemeente,Hollands Kroon,Hollands Kroon,True,True,alleenstaande ouder,"bijzondere bijstand, individuele inkomenstoeslag, participatie, regeling, toeslag","bijstandsnorm, inkomen, kostendelersnorm, participatiewet, student, uitkering, vermogen, ww","aanvraag, adres","022 Artikel 1 Begripsbepalingen Alle begrippen die in deze verordening worden gebruikt en die niet nader worden omschreven hebben dezelfde betekenis als in de Participatiewet en de Algemene wet bestuursrecht (Awb). In deze verordening wordt verstaan onder: a. P-wet: de Participatiewet; b. WWB: Wet werk en bijstand; c. Bijstandsnorm: de norm bedoeld in artikel 5 onderdeel c van de P-wet. Artikel 2 Voorwaarden 1. Onverlet het bepaalde in artikel 36 P-wet komt in aanmerking voor de individuele inkomenstoeslag de belanghebbende die gedurende een onafgebroken periode van 36 maanden, voorafgaand aan de datum van aanvraag, een inkomen had dat gemiddeld per maand niet hoger was dan 110% van de voor hem of haar geldende bijstandsnorm en geen in aanmerking te nemen vermogen heeft als bedoeld in arti","In deze verordening wordt verstaan onder: a. P-wet: de Participatiewet; b. WWB: Wet werk en bijstand; c. Bijstandsnorm: de norm bedoeld in artikel 5 onderdeel c van de P-wet. Artikel 2 Voorwaarden 1. Onverlet het bepaalde in artikel 36 P-wet komt in aanmerking voor de individuele inkomenstoeslag de belanghebbende die gedurende een onafgebroken periode van 36 maanden, voorafgaand aan de datum van aanvraag, een inkomen had dat gemiddeld per maand niet hoger was dan 110% van de voor hem of haar geldende bijstandsnorm en geen in aanmerking te nemen vermogen heeft als bedoeld in artikel 34 P-wet. 2. Voor de vaststelling van de voor de belanghebbende geldende bijstandsnorm, zoals bedoeld in lid 1 van dit artikel, blijft de kostendelersnorm buiten toepassing. Dit is in lijn met het huidige bijzo"
https://lokaleregelgeving.overheid.nl/CVDR671432/1,671432,"Beleidsregels bestuurlijke boete Participatiewet, IOAW en IOAZ gemeente Land van Cuijk 2022",Beleidsregels,2022.0,social_support,gemeente,Land van Cuijk,Land van Cuijk,True,True,"alleenstaande ouder, kinderen, minderjarig","participatie, regeling, toeslag","arbeid, bijstandsnorm, inkomen, kostendelersnorm, participatiewet, uitkering, vermogen, ww","adres, beschikking, kind","ng hiervoor is dat het reparatieve en sanctionerend effect van de boete in evenwicht zijn met het stimuleringsbeleid dat werken (in deeltijd ondanks een beperkende persoonlijke situatie) loont. Het vrij te laten bescheiden vermogen uit artikel 34 van de Participatiewet wordt gebruikt voor betaling van de boete. Van het vermogen wordt een bedrag van 1,5 keer van de toepasselijke bijstandsnorm niet in aanmerking genomen voor de betaling. In deze keuze werkt het toetsen aan het evenredigheidsbeginsel. Schending van de informatieplicht kan hebben geleid tot onrechtmatige verhoging of niet aanwenden van het vermogen. Als sanctie daarvan (een deel van) de boete betalen is redelijk. Met de vrijlating van een minimumbedrag blijft de belanghebbende perspectief houden om zelf te voorzien in onverwac","a. Opzet: 24 maanden b. Grove schuld: 18 maanden c. Schuld: normale verwijtbaarheid: 12 maanden d. Schuld: verminderde verwijtbaarheid: 6 maanden Artikel 3 Redelijke termijn bij alsnog nakomen inlichtingenverplichting (waarschuwing) Conform artikel 2aa Boetebesluit 2017 kan het college onder andere volstaan met het geven van een schriftelijke waarschuwing als belanghebbende wel inlichtingen heeft verstrekt, die echter onjuist of onvolledig waren, of anderszins een wijziging van omstandigheden niet onverwijld heeft vermeld, maar uit eigen beweging alsnog binnen een redelijke termijn de juiste inlichtingen verstrekt voordat de overtreding is geconstateerd, tenzij de betrokkene deze inlichtingen heeft verstrekt in het kader van toezicht op de naleving van een inlichtingenverplichting. In dit"
https://lokaleregelgeving.overheid.nl/CVDR671477/1,671477,Beleidsregels Kostendelersnorm Participatiewet gemeente Land van Cuijk 2022,Beleidsregels,2022.0,social_support,gemeente,Land van Cuijk,Land van Cuijk,True,True,"alleenstaande ouder, alleenstaande ouders","bijzondere bijstand, participatie, regeling, toeslag","arbeid, bijstandsnorm, inkomen, kostendelersnorm, leeftijd, participatiewet, uitkering, verblijf","adres, bewijs, kind",de individuele omstandigheden een lagere prijs is overeengekomen. Met andere woorden: in de concrete situatie is er sprake van een commerciële prijs. Dit is een maatwerkbeoordeling door de consulent. Dat kan bijvoorbeeld zijn in het geval van een anti-kraakcontract dat is afgesloten met een beheerstichting. De overeengekomen huurprijs is dan in de regel lager dan het normbedrag. Dat komt omdat de voorwaarden minder gunstig zijn. Een lagere prijs is in dat geval een commerciële prijs. Voor de kostendelersnorm telt de belanghebbende dan niet mee. Ander voorbeeld is als de huurprijs net onder het vastgestelde normbedrag ligt. Het kan zijn dat de woonruimte in slechte staat verkeerd of veel minder voorzieningen heeft dan gebruikelijk. Dit vraagt om een individuele beoordeling in het concrete g,"avigatie Andere sites binnen Overheid.nl Zoeken Uitgebreid Zoeken Andere sites binnen Overheid.nl Berichten over uw Buurt Zoals vergunningen, bouwplannen en lokale regelgeving Rondom uw woonadres Rondom een zelfgekozen adres Dienstverlening Zoals belastingen, uitkeringen en subsidies. Naar dienstverlening Beleid & regelgeving Officiële publicaties van de overheid. Naar beleid & regelgeving Contactgegevens overheden Adressen en contactpersonen van overheidsorganisaties. Naar overheidsorganisaties U bent hier: Lokale Wet- en regelgeving Uitgebreid zoeken Regeling Wetstechnische informatie Regeling tekst Inhoudsopgave Intitule Hoofdstuk 1 ALGEMENE BEPALINGEN Artikel 1 Begripsbepalingen Hoofdstuk 2 COMMERCIELE PRIJS Artikel 2 Commerciële prijs Hoofdstuk 3 INKOMSTENKORTING BIJ ONTVANGST HUUR OF"
https://lokaleregelgeving.overheid.nl/CVDR671557/1,671557,"Afstemmingsverordening Participatiewet, IOAW en IOAZ gemeente Land van Cuijk 2022",Afstemmingsverordening,2022.0,social_support,gemeente,Land van Cuijk,Land van Cuijk,True,True,alleenstaande ouder,"bijzondere bijstand, participatie, regeling, toeslag","arbeid, bijstandsnorm, inkomen, participatiewet, uitkering, verblijf, vermogen, ww","aanvraag, aanvragen, adres, beschikking","g te verdubbelen. Uitgangspunt is verdubbeling van de hoogte of de duur van de oorspronkelijke verlaging. Hiermee wordt stapeling van verdubbeling van de verlaging voorkomen. Eenzelfde gedraging vereist voor recidive Voor recidive als bedoeld in het eerste en tweede lid is vereist dat sprake moet zijn van ""eenzelfde verwijtbare gedraging"" als de gedraging waarvoor de eerste verlaging is opgelegd. Voorwaarde is dus dat dezelfde verplichting wordt geschonden. Is dit niet het geval, dan moet de verwijtbare gedraging worden aangemerkt als een eerste schending van een verplichting. Heeft een persoon zich zeer ernstig misdragen (artikel 13) binnen twaalf maanden nadat een verlaging is opgelegd wegens het zich niet tijdig laten registreren als werkzoekende bij Uitvoeringsinstituut werknemersverze","r of op zijn verzoek zonder dat aan de voortzetting ervan zodanige bezwaren waren verbonden, dat deze voortzetting redelijkerwijs niet van hem zou kunnen worden gevergd, of; c. belanghebbende nalaat algemeen geaccepteerde arbeid te aanvaarden, of; d. belanghebbende door eigen toedoen geen algemeen geaccepteerde arbeid verkrijgt. De onder a en b genoemde situaties spelen zich af voorafgaand aan de aanvraag van de uitkering. Situaties genoemd onder c en d spelen zich af tijdens de uitkering. Volstaan wordt met het opleggen van een verlaging van 100% gedurende één maand ongeacht de mate waarin belanghebbende inkomen zou hebben kunnen verwerven. Noot 1 CRvB 19-04-2011, nr. 10/4882 WWB, ECLI:NL:CRVB:2011:BQ3002. Noot2 CRvB 31-12-2007, nrs. 06/4510 WWB, ECLI:NL:CRVB:2007:BC1811, CRvB 29-07-2008,"
https://lokaleregelgeving.overheid.nl/CVDR671562/1,671562,Verordening individuele inkomenstoeslag gemeente Land van Cuijk 2022,Verordening,2022.0,social_support,gemeente,Land van Cuijk,Land van Cuijk,True,True,alleenstaande ouder,"bijzondere bijstand, individuele inkomenstoeslag, participatie, regeling, toeslag","arbeid, bijstandsnorm, inkomen, leeftijd, participatiewet, student, uitkering, vermogen, ww","aanvraag, aanvragen, adres, beschikking","t aantal arbeidsuren. Wijziging leefvorm De leefvorm (alleenstaande, alleenstaande ouder of gehuwd) van een persoon kan wijzigen binnen de referteperiode. Dit is bijvoorbeeld het geval indien gehuwden individuele inkomenstoeslag aanvragen, maar zij over een gedeelte van de referteperiode als alleenstaande moeten worden aangemerkt. Personen moeten dan ook over dat deel van de referteperiode aan de voorwaarden voldoen om voor individuele inkomenstoeslag in aanmerking te komen. Gehuwden moeten immers zowel gezamenlijk als afzonderlijk aan de voorwaarden voldoen. Artikelsgewijze toelichting Enkel die bepalingen die nadere toelichting behoeven worden hier behandeld. Artikel 1. Begrippen Begrippen die al zijn omschreven in de Participatiewet, Algemene wet bestuursrecht (hierna: Awb) of de Gemeen","individuele inkomenstoeslag gemeente Land van Cuijk 2022. Verordening individuele inkomenstoeslag gemeente Land van Cuijk 2022 Hoofdstuk 1. Algemene bepalingen Artikel 1. Begrippen In deze verordening wordt verstaan onder: 1. inkomen: totaal van het inkomen, bedoeld in artikel 32 van de Participatiewet, en de algemene bijstand; 2. peildatum: datum waartegen een persoon individuele inkomenstoeslag aanvraagt; 3. referteperiode: periode van 3 jaar voorafgaand aan de peildatum. Artikel 2. Indienen verzoek Een verzoek als bedoeld in artikel 36, eerste lid, van de Participatiewet, wordt ingediend middels een door het college vastgesteld formulier. Hoofdstuk 2. Recht op individuele inkomenstoeslag Artikel 3. Uitsluitingsgronden 1. Een persoon komt niet in aanmerking voor een individuele inkomenst"
https://lokaleregelgeving.overheid.nl/CVDR671565/1,671565,"Verordening Tegenprestatie Participatiewet, IOAW en IOAZ gemeente Land van Cuijk 2022",Verordening,2022.0,social_support,gemeente,Land van Cuijk,Land van Cuijk,True,True,"alleenstaande ouder, kinderen, kinderopvang","kinderopvang, participatie, regeling, sport","arbeid, inkomen, leeftijd, participatiewet, uitkering, vermogen, ww","adres, kind, nota","restatie De bevoegdheid van het college om een belanghebbende te verplichten naar vermogen een tegenprestatie te verrichten geldt al sinds 1 januari 2012. De regering meent dat de tegenprestatie voor uitkeringsgerechtigden een gelegenheid is om te blijven participeren in de samenleving en om een sociaal netwerk, arbeidsritme en regelmaat te behouden. Dit zijn volgens de regering ook noodzakelijke voorwaarden om de kansen op de arbeidsmarkt te vergroten (TK 2013-2014, 33 801, nr. 3, p. 29). Tegenprestatie is geen re-integratie-instrument De plicht tot tegenprestatie heeft tot doel om maatschappelijk nuttige werkzaamheden te doen in de samenleving als tegenprestatie voor het ontvangen van een uitkering. Het opdragen van een tegenprestatie heeft niet primair tot doel de re-integratie van een","avigatie Andere sites binnen Overheid.nl Zoeken Uitgebreid Zoeken Andere sites binnen Overheid.nl Berichten over uw Buurt Zoals vergunningen, bouwplannen en lokale regelgeving Rondom uw woonadres Rondom een zelfgekozen adres Dienstverlening Zoals belastingen, uitkeringen en subsidies. Naar dienstverlening Beleid & regelgeving Officiële publicaties van de overheid. Naar beleid & regelgeving Contactgegevens overheden Adressen en contactpersonen van overheidsorganisaties. Naar overheidsorganisaties U bent hier: Lokale Wet- en regelgeving Uitgebreid zoeken Regeling Wetstechnische informatie Regeling tekst Inhoudsopgave Intitule Hoofdstuk 1. Algemene bepalingen Artikel 1. Begrippen Hoofdstuk 2. De tegenprestatie naar vermogen Artikel 2. Inhoud van een tegenprestatie Artikel 3. Het opdragen van"
https://lokaleregelgeving.overheid.nl/CVDR671267/1,671267,Verordening individuele inkomenstoeslag 2022,Verordening,2022.0,social_support,gemeente,Borne,Borne,True,True,alleenstaande ouder,"individuele inkomenstoeslag, participatie, regeling, toeslag","arbeid, bijstandsnorm, inkomen, participatiewet, uitkering, vermogen, wajong","aanvraag, adres","minimumloon voor de jonggehandicapte (Wajong) van 27 jaar of ouder. Artikel 4 Hoogte individuele inkomenstoeslag 1. Een individuele inkomenstoeslag bedraagt per jaar: a. € 345,00 voor een alleenstaande; b. € 440,00 voor een alleenstaande ouder; c. € 490,00 voor gehuwden. 2. Het recht op inkomenstoeslag komt gehuwden gezamenlijk toe. Zij voldoen allebei, zowel afzonderlijk als gezamenlijk, aan de voorwaarden. Als één van beide gehuwden niet voldoet aan de voorwaarden, dan hebben beide echtgenoten geen recht op de individuele inkomenstoeslag. 3. Als één van de gehuwden is uitgesloten van het recht op individuele inkomenstoeslag ingevolge de artikelen 11 of 13, eerste lid, van de wet, kan de rechthebbende echtgenoot in aanmerking komen voor een individuele inkomenstoeslag naar de hoogte die","rdening worden gebruikt en die niet nader worden omschreven hebben dezelfde betekenis als in de Participatiewet, de Algemene wet bestuursrecht (Awb) en de Gemeentewet. 2. Deze verordening verstaat onder: a. wet: de Participatiewet; b. referteperiode: de onafgebroken periode van 36 maanden onmiddellijk voorafgaand aan de peildatum; c. peildatum: datum waarop een persoon individuele inkomenstoeslag aanvraagt door middel van een daarvoor bestemd aanvraagformulier; d. inkomen: het inkomen als bedoeld in artikel 32 van de wet, met dien verstande dat voor de zinsnede ‘een periode waarover een beroep op bijstand wordt gedaan’ wordt gelezen ‘de referteperiode’. Een bijstandsuitkering wordt, in afwijking van artikel 32 van de wet, voor de beoordeling van het recht op inkomenstoeslag als inkomen gez"
https://lokaleregelgeving.overheid.nl/CVDR671410/1,671410,Beleidsregels Minimaregelingen maatschappelijke participatie gemeente Lopik,Beleidsregels,,social_support,gemeente,Lopik,Lopik,True,True,"alleenstaande ouder, kinderen, minderjarig, kindpakket, schoolkosten, jeugdfonds","bijzondere bijstand, cultuur, individuele inkomenstoeslag, kindpakket, meedoen, participatie, regeling, schoolkosten, sport, tegemoetkoming, toeslag, witgoed","arbeid, bijstandsnorm, inkomen, kostendelersnorm, leeftijd, participatiewet, uitkering, vermogen","aanvraag, aanvragen, adres, bewijs, brp, factuur, identiteitsbewijs, kind, nota",Officiële publicaties van de overheid. Naar beleid & regelgeving Contactgegevens overheden Adressen en contactpersonen van overheidsorganisaties. Naar overheidsorganisaties U bent hier: Lokale Wet- en regelgeving Uitgebreid zoeken Regeling Wetstechnische informatie Regeling tekst Inhoudsopgave Intitule Hoofdstuk 1. Algemeen Artikel 1. Begripsbepalingen Artikel 2. Doel Artikel 3. Algemene inkomensvoorwaarden Artikel 4. Aanvraag en verplichtingen Hoofdstuk 2. De voorzieningen Artikel 5. Kindpakket Artikel 6. Regeling maatschappelijke participatie 18+ Artikel 7. Regeling duurzaam voor ouderen Hoofdstuk 3. Slotbepalingen Artikel 8. Onvoorziene omstandigheden Artikel 9. Inwerkingtreding Artikel 10. Citeertitel Ondertekening Toelichting Permalink Printen Permanente link Naar de actuele versie v,van de overheid. Naar beleid & regelgeving Contactgegevens overheden Adressen en contactpersonen van overheidsorganisaties. Naar overheidsorganisaties U bent hier: Lokale Wet- en regelgeving Uitgebreid zoeken Regeling Wetstechnische informatie Regeling tekst Inhoudsopgave Intitule Hoofdstuk 1. Algemeen Artikel 1. Begripsbepalingen Artikel 2. Doel Artikel 3. Algemene inkomensvoorwaarden Artikel 4. Aanvraag en verplichtingen Hoofdstuk 2. De voorzieningen Artikel 5. Kindpakket Artikel 6. Regeling maatschappelijke participatie 18+ Artikel 7. Regeling duurzaam voor ouderen Hoofdstuk 3. Slotbepalingen Artikel 8. Onvoorziene omstandigheden Artikel 9. Inwerkingtreding Artikel 10. Citeertitel Ondertekening Toelichting Permalink Printen Permanente link Naar de actuele versie van de regeling http://l
https://lokaleregelgeving.overheid.nl/CVDR671380/1,671380,Beleidsregels bijzondere bijstand gemeente Haarlemmermeer 2022,Beleidsregels,2022.0,social_support,gemeente,Haarlemmermeer,Haarlemmermeer,True,True,"alleenstaande ouder, kinderen","bijzondere bijstand, individuele inkomenstoeslag, participatie, regeling, tegemoetkoming, toeslag","arbeid, bijstandsnorm, inkomen, leeftijd, participatiewet, student, uitkering, verblijf, vermogen","aanvraag, aanvragen, adres, beschikking, bewijs, kind",lgeving Officiële publicaties van de overheid. Naar beleid & regelgeving Contactgegevens overheden Adressen en contactpersonen van overheidsorganisaties. Naar overheidsorganisaties U bent hier: Lokale Wet- en regelgeving Uitgebreid zoeken Regeling Wetstechnische informatie Regeling tekst Inhoudsopgave Intitule Hoofdstuk Artikel 1. Begripsbepaling Artikel 2. Recht op bijzondere bijstand Artikel 3. Voorwaarden voor het recht op bijzondere bijstand Artikel 4. Voorliggende voorzieningen Artikel 5. Noodzakelijke kosten Artikel 6. Beoordeling bijzondere omstandigheden in de individuele situatie Artikel 7. Verantwoordelijkheid tot voldoening uit eigen middelen Hoofdstuk 3. Vaststelling draagkracht Artikel 8. Draagkracht Artikel 9. Periode draagkracht Artikel 10. Toepassing draagkracht Artikel 11.,oorwaarden voor het recht op bijzondere bijstand Artikel 4. Voorliggende voorzieningen Artikel 5. Noodzakelijke kosten Artikel 6. Beoordeling bijzondere omstandigheden in de individuele situatie Artikel 7. Verantwoordelijkheid tot voldoening uit eigen middelen Hoofdstuk 3. Vaststelling draagkracht Artikel 8. Draagkracht Artikel 9. Periode draagkracht Artikel 10. Toepassing draagkracht Artikel 11. Aanvraag Artikel 12. De wijze van verstrekken Hoofdstuk 4. Kosten van algemene aard Artikel 13. Toeslag voor jongeren van 18 tot 21 jaar Artikel 14. Individuele inkomenstoeslag Artikel 15. Individuele studietoeslag Hoofdstuk 5. Woonkosten Artikel 16. Woonkostentoeslag bij een huurwoning Artikel 17. Woonkostentoeslag bij een koopwoning Artikel 18. Kosten van inrichting en verhuizing Hoofdstuk 6. Ko
https://lokaleregelgeving.overheid.nl/CVDR671384/1,671384,Beleidsregels minimabeleid gemeente Haarlemmermeer 2022,Beleidsregels,2022.0,social_support,gemeente,Haarlemmermeer,Haarlemmermeer,True,True,"alleenstaande ouder, kinderen, kindpakket, schoolkosten","bijzondere bijstand, individuele inkomenstoeslag, kindpakket, participatie, regeling, schoolkosten, sport, tegemoetkoming, toeslag","bijstandsnorm, inkomen, leeftijd, participatiewet, uitkering, vermogen","aanvraag, aanvragen, adres, beschikking, kind",fficiële publicaties van de overheid. Naar beleid & regelgeving Contactgegevens overheden Adressen en contactpersonen van overheidsorganisaties. Naar overheidsorganisaties U bent hier: Lokale Wet- en regelgeving Uitgebreid zoeken Regeling Wetstechnische informatie Regeling tekst Inhoudsopgave Intitule Hoofdstuk 1. Algemeen Artikel 1. Begripsbepaling Artikel 2. Recht op minimaregelingen Artikel 3. Voorwaarden doelgroep minima Artikel 4. Draagkracht Artikel 5. Periode draagkracht Artikel 6. Aanvraag Artikel 7. De wijze van verstrekken Hoofdstuk 2. Minimaregelingen Artikel 8. Minimaregelingen voor volwassenen Artikel 9. Kindpakket Artikel 10. Tegemoetkoming schoolkosten Artikel 11. Laptopregeling Artikel 12. Jong Haarlemmermeer doet mee! voor kinderen Artikel 13. Bijles Hoofdstuk 3. Slotbepal,ssen en contactpersonen van overheidsorganisaties. Naar overheidsorganisaties U bent hier: Lokale Wet- en regelgeving Uitgebreid zoeken Regeling Wetstechnische informatie Regeling tekst Inhoudsopgave Intitule Hoofdstuk 1. Algemeen Artikel 1. Begripsbepaling Artikel 2. Recht op minimaregelingen Artikel 3. Voorwaarden doelgroep minima Artikel 4. Draagkracht Artikel 5. Periode draagkracht Artikel 6. Aanvraag Artikel 7. De wijze van verstrekken Hoofdstuk 2. Minimaregelingen Artikel 8. Minimaregelingen voor volwassenen Artikel 9. Kindpakket Artikel 10. Tegemoetkoming schoolkosten Artikel 11. Laptopregeling Artikel 12. Jong Haarlemmermeer doet mee! voor kinderen Artikel 13. Bijles Hoofdstuk 3. Slotbepalingen Artikel 14. Slotbepalingen Ondertekening Toelichting Permalink Printen Permanente link N
